paperid,volume,issue,paper_url,journal,title,published_year,is_supp,num_supp,supp_file_type,supp_url,num_authors,first_author_name,first_author_affiliation,first_author_affiliation_country,first_author_orcid,correspondence_author_name,correspondence_author_affiliation,correspondence_author_affiliation_country,correspondence_author_orcid,has_das,das,das_type,das_repo_url,keywords,doi,url_source
552,12,4,https://iwaponline.com/jwh/article/12/4/692/552/Antibiotic-resistance-in-environmental-Escherichia,Journal of Water and Health,Antibiotic resistance in environmental Escherichia coli – a simple screening method for simultaneous typing and resistance determination,2014,FALSE,0,NA,NA,7,Patricia Colque Navarro,"Department of Microbiology, Tumor, and Cell Biology, Karolinska Institutet, SE 17177 Stockholm, Sweden",Sweden,NA,Inger Kühn,"Department of Microbiology, Tumor, and Cell Biology, Karolinska Institutet, SE 17177 Stockholm, Sweden",Sweden,NA,FALSE,NA,NA,NA,antibiotic resistance; bacteria; Escherichia coli; screening method; sewage; typing,10.2166/wh.2014.216,iwaponline.com
553,12,4,https://iwaponline.com/jwh/article/12/4/702/553/High-resolution-modeling-of-agricultural-nitrogen,Journal of Water and Health,High resolution modeling of agricultural nitrogen to identify private wells susceptible to nitrate contamination,2014,FALSE,0,NA,NA,6,Brendalynn Hoppe,"2423 Hayes Street NE, Minneapolis, MN 55418, USA",United States of America,NA,Brendalynn Hoppe,"2423 Hayes Street NE, Minneapolis, MN 55418, USA",United States of America,NA,FALSE,NA,NA,NA,drinking water; fertilizer; high resolution modeling; manure; nitrate; private wells,10.2166/wh.2014.047,iwaponline.com
554,12,4,https://iwaponline.com/jwh/article/12/4/715/554/Fluoride-adsorption-properties-of-three-modified,Journal of Water and Health,Fluoride adsorption properties of three modified forms of activated alumina in drinking water,2014,FALSE,0,NA,NA,4,Ying Duan,"School of Resource and Environment, Anhui Agricultural University, Hefei 230036, China",China,NA,Ying Duan,"School of Resource and Environment, Anhui Agricultural University, Hefei 230036, China",China,NA,FALSE,NA,NA,NA,adsorption; fluoride; modified activated alumina,10.2166/wh.2014.016,iwaponline.com
555,12,4,https://iwaponline.com/jwh/article/12/4/722/555/Application-of-the-Fenton-process-in-the,Journal of Water and Health,Application of the Fenton process in the elimination of helminth eggs,2014,FALSE,0,NA,NA,6,Sandra Isabel Escobar-Megchún,"Escuela de Ingeniería Ambiental, Facultad de Ingeniería, Edificio 3, Universidad de Ciencias y Artes de Chiapas, Libramiento Norte Poniente No. 1150, Colonia Lajas Maciel, C.P. 29039, Tuxtla Gutiérrez, Chiapas, México",Mexico,NA,Hugo Alejandro Nájera-Aguilar,"Escuela de Ingeniería Ambiental, Facultad de Ingeniería, Edificio 3, Universidad de Ciencias y Artes de Chiapas, Libramiento Norte Poniente No. 1150, Colonia Lajas Maciel, C.P. 29039, Tuxtla Gutiérrez, Chiapas, México",Mexico,NA,FALSE,NA,NA,NA,action mechanism; Ascaris lumbricoides; Fenton reaction; lipidic peroxidation; oxidizing agent; parasite elimination,10.2166/wh.2014.092,iwaponline.com
556,12,4,https://iwaponline.com/jwh/article/12/4/727/556/Sensitivity-of-quantitative-microbial-risk,Journal of Water and Health,Sensitivity of quantitative microbial risk assessments to assumptions about exposure to multiple consumption events per day,2014,FALSE,0,NA,NA,5,N. Van Abel,"University of Washington, Environmental and Occupational Health Sciences, 4225 Roosevelt way, NE, Suite 100, Seattle, WA, USA",United States of America,NA,J. S. Meschke,"University of Washington, Environmental and Occupational Health Sciences, 4225 Roosevelt way, NE, Suite 100, Seattle, WA, USA",United States of America,NA,FALSE,NA,NA,NA,C. jejuni; consumption; drinking water; risk assessment,10.2166/wh.2014.037,iwaponline.com
557,12,4,https://iwaponline.com/jwh/article/12/4/736/557/Relationship-between-organic-precursors-and-N,Journal of Water and Health,Relationship between organic precursors and N-nitrosodimethylamine (NDMA) formation in tropical water sources,2014,FALSE,0,NA,NA,3,Wang Qi,"Department of Civil and Environmental Engineering, National University of Singapore, Block E1A, #07-03, No. 1 Engineering Drive 2, Singapore 117576",NA,NA,Hu Jiangyong,"Department of Civil and Environmental Engineering, National University of Singapore, Block E1A, #07-03, No. 1 Engineering Drive 2, Singapore 117576",NA,NA,FALSE,NA,NA,NA,disinfection byproduct; NDMA; NDMAFP; organic characteristics; precursors,10.2166/wh.2014.117,iwaponline.com
558,12,4,https://iwaponline.com/jwh/article/12/4/747/558/Development-of-a-novel-bag-mediated-filtration,Journal of Water and Health,Development of a novel bag-mediated filtration system for environmental recovery of poliovirus,2014,FALSE,0,NA,NA,6,Christine Susan Fagnant,"University of Washington, Department of Environmental & Occupational Health Sciences, 4225 Roosevelt Way NE, Suite 100, Seattle, WA 98195, USA",United States of America,NA,John Scott Meschke,"University of Washington, Department of Environmental & Occupational Health Sciences, 4225 Roosevelt Way NE, Suite 100, Seattle, WA 98195, USA",United States of America,NA,FALSE,NA,NA,NA,environmental sampling; filtration; poliovirus; wastewater,10.2166/wh.2014.032,iwaponline.com
559,12,4,https://iwaponline.com/jwh/article/12/4/755/559/Assessing-bottled-water-nitrate-concentrations-to,Journal of Water and Health,Assessing bottled water nitrate concentrations to evaluate total drinking water nitrate exposure and risk of birth defects,2014,FALSE,0,NA,NA,10,Peter J. Weyer,"Center for Health Effects of Environmental Contamination, University of Iowa, Iowa City, Iowa, USA",United States of America,NA,Peter J. Weyer,"Center for Health Effects of Environmental Contamination, University of Iowa, Iowa City, Iowa, USA",United States of America,NA,FALSE,NA,NA,NA,birth defects; bottled water; nitrate,10.2166/wh.2014.237,iwaponline.com
560,12,4,https://iwaponline.com/jwh/article/12/4/763/560/Development-of-an-Escherichia-coli-K12-specific,Journal of Water and Health,Development of an Escherichia coli K12-specific quantitative polymerase chain reaction assay and DNA isolation suited to biofilms associated with iron drinking water pipe corrosion products,2014,TRUE,1,pdf,https://doi.org/10.2166/wh.2014.203,4,Jingrang Lu,"US Environmental Protection Agency ORD, NERL, MCEARD, Cincinnati, OH 45268, USA",United States of America,NA,Jingrang Lu,"US Environmental Protection Agency ORD, NERL, MCEARD, Cincinnati, OH 45268, USA",United States of America,NA,FALSE,NA,NA,NA,drinking water biofilm; Escherichia coli K12; iron oxide/oxyhydroxide; qPCR assay,10.2166/wh.2014.203,iwaponline.com
561,12,4,https://iwaponline.com/jwh/article/12/4/772/561/Pseudomonas-aeruginosa-on-vinyl-canvas-inflatables,Journal of Water and Health,Pseudomonas aeruginosa on vinyl-canvas inflatables and foam teaching aids in swimming pools,2014,FALSE,0,NA,NA,5,F. M. Schets,"National Institute for Public Health and the Environment, Centre for Zoonoses and Environmental Microbiology, P.O. Box 1, 3720 BA Bilthoven, The Netherlands",Netherlands,NA,F. M. Schets,"National Institute for Public Health and the Environment, Centre for Zoonoses and Environmental Microbiology, P.O. Box 1, 3720 BA Bilthoven, The Netherlands",Netherlands,NA,FALSE,NA,NA,NA,antibiotic resistance; folliculitis; inflatables; Pseudomonas aeruginosa; swimming pools; teaching aids,10.2166/wh.2014.066,iwaponline.com
562,12,4,https://iwaponline.com/jwh/article/12/4/782/562/Experience-training-and-confidence-among-small-non,Journal of Water and Health,"Experience, training and confidence among small, non-community drinking water system operators in Ontario, Canada",2014,TRUE,1,pdf,https://doi.org/10.2166/wh.2014.163,6,Wendy Pons,"Department of Population Medicine, University of Guelph, 50 Stone Road East, Guelph, ON N1G 2W1, Canada",Canada,NA,Wendy Pons,"Department of Population Medicine, University of Guelph, 50 Stone Road East, Guelph, ON N1G 2W1, Canada",Canada,NA,FALSE,NA,NA,NA,confidence; drinking water; experience; operator training; small; non-community drinking water systems; water operator,10.2166/wh.2014.163,iwaponline.com
563,12,4,https://iwaponline.com/jwh/article/12/4/791/563/An-assessment-of-boiling-as-a-method-of-household,Journal of Water and Health,An assessment of boiling as a method of household water treatment in South India,2014,FALSE,0,NA,NA,2,Luke Juran,"Department of Geography and Virginia Water Resources Research Center, Virginia Tech, 125 Major Williams Hall, Blacksburg, VA 24061, USA",United States of America,NA,Luke Juran,"Department of Geography and Virginia Water Resources Research Center, Virginia Tech, 125 Major Williams Hall, Blacksburg, VA 24061, USA",United States of America,NA,FALSE,NA,NA,NA,boiling; household water treatment; India; point-of-use treatment; public health interventions; water,10.2166/wh.2014.010,iwaponline.com
564,12,4,https://iwaponline.com/jwh/article/12/4/803/564/Chemical-pollution-assessment-and-prioritisation,Journal of Water and Health,Chemical pollution assessment and prioritisation model for the Upper and Middle Vaal water management areas of South Africa,2014,FALSE,0,NA,NA,2,B. Dzwairo,"Durban University of Technology, Institute for Water and Wastewater Technology, P. O. Box 1334, 4000, South Africa",South Africa,NA,B. Dzwairo,"Durban University of Technology, Institute for Water and Wastewater Technology, P. O. Box 1334, 4000, South Africa",South Africa,NA,FALSE,NA,NA,NA,acid mine drainage; assessment and prioritisation model; classification; Pollution Index; rehabilitation; Upper and Middle Vaal water management areas,10.2166/wh.2014.017,iwaponline.com
565,12,4,https://iwaponline.com/jwh/article/12/4/817/565/Correlation-between-water-hardness-and,Journal of Water and Health,"Correlation between water hardness and cardiovascular diseases in Mostar city, Bosnia and Herzegovina",2014,FALSE,0,NA,NA,5,Nevenka J. Knezović,"Faculty of Medicine, University of Mostar, Kralja Petra Krešimira IV b.b., 88 000 Mostar, Bosnia and Herzegovina",Bosnia and Herzegovina,NA,Mustafa Memić,"Department of Chemistry, Faculty of Science, University of Sarajevo, Zmaja od Bosne 33-35, 71000 Sarajevo, Bosnia and Herzegovina",Bosnia and Herzegovina,NA,FALSE,NA,NA,NA,cardiovascular disease; hard water; risk factors; soft water,10.2166/wh.2014.129,iwaponline.com
566,12,4,https://iwaponline.com/jwh/article/12/4/824/566/Associations-between-fecal-indicator-bacteria,Journal of Water and Health,Associations between fecal indicator bacteria prevalence and demographic data in private water supplies in Virginia,2014,FALSE,0,NA,NA,8,Tamara Smith,"Department of Biological Systems Engineering, Virginia Tech, Blacksburg, VA 24061, USA",United States of America,NA,Leigh-Anne H. Krometis,"Department of Biological Systems Engineering, Virginia Tech, Blacksburg, VA 24061, USA",United States of America,NA,FALSE,NA,NA,NA,coliform bacteria; E. coli; private water system; source tracking; water quality,10.2166/wh.2014.026,iwaponline.com
567,12,4,https://iwaponline.com/jwh/article/12/4/835/567/Antibiotic-resistant-heterotrophic-plate-count,Journal of Water and Health,"Antibiotic-resistant heterotrophic plate count bacteria and amoeba-resistant bacteria in aquifers of the Mooi River, North West province, South Africa",2014,FALSE,0,NA,NA,4,Alewyn Carstens,"Unit for Environmental Sciences and Management, North-West University: Potchefstroom Campus, South Africa",South Africa,NA,Carlos Bezuidenhout,"Unit for Environmental Sciences and Management, North-West University: Potchefstroom Campus, South Africa",South Africa,NA,FALSE,NA,NA,NA,antibiotic resistance; ARB; groundwater; HPC bacteria; opportunistic pathogens,10.2166/wh.2014.226,iwaponline.com
568,12,4,https://iwaponline.com/jwh/article/12/4/846/568/Application-of-denaturing-gradient-gel,Journal of Water and Health,Application of denaturing gradient gel electrophoresis (DGGE) for assessing fecal pollution sources at a recreational beach,2014,FALSE,0,NA,NA,4,M. A. Esseili,"Ohio Agricultural Research and Development Center, The Ohio State University, OH, USA",United States of America,NA,V. Sigler,"Ohio Agricultural Research and Development Center, The Ohio State University, OH, USA",United States of America,NA,FALSE,NA,NA,NA,community fingerprinting; DGGE; E. coli; fecal pollution; recreational water; storm water,10.2166/wh.2014.034,iwaponline.com
569,12,4,https://iwaponline.com/jwh/article/12/4/858/569/Infection-control-by-point-of-use-water-filtration,Journal of Water and Health,Infection control by point-of-use water filtration in an intensive care unit – a Hungarian case study,2014,FALSE,0,NA,NA,9,Zsófia Barna,"National Institute for Environmental Health, Department of Water Hygiene – Albert Flórián út 2–6, H-1097 Budapest, Hungary",Hungary,NA,Márta Vargha,"National Institute for Environmental Health, Department of Water Hygiene – Albert Flórián út 2–6, H-1097 Budapest, Hungary",Hungary,NA,FALSE,NA,NA,NA,Legionella sp.; nosocomial infection; point-of-use filter; Pseudomonas aeruginosa; tap water,10.2166/wh.2014.052,iwaponline.com
570,12,4,https://iwaponline.com/jwh/article/12/4/868/570/Molecular-detection-of-Helicobacter-pylori-in-a,Journal of Water and Health,"Molecular detection of Helicobacter pylori in a large Mediterranean river, by direct viable count fluorescent in situ hybridization (DVC-FISH)",2014,FALSE,0,NA,NA,7,Ilias Tirodimos,"Laboratory of Hygiene and Epidemiology, Medical School, Aristotle University of Thessaloniki, 54124 Thessaloniki, Greece",Greece,NA,Ilias Tirodimos,"Laboratory of Hygiene and Epidemiology, Medical School, Aristotle University of Thessaloniki, 54124 Thessaloniki, Greece",Greece,NA,FALSE,NA,NA,NA,Aliakmon river; DVC-FISH; Helicobacter pylori,10.2166/wh.2014.171,iwaponline.com
571,12,4,https://iwaponline.com/jwh/article/12/4/874/571/Prevalence-and-genetic-diversity-of-Salmonella-spp,Journal of Water and Health,Prevalence and genetic diversity of Salmonella spp. in a river in a tropical environment in Mexico,2014,TRUE,1,pdf,https://doi.org/10.2166/wh.2014.051,5,Maribel Jiménez,"Facultad de Ciencias Químico Biológicas, Universidad Autónoma de Sinaloa, Culiacán, México",Mexico,NA,Cristobal Chaidez,"Centro de Investigación en Alimentación y Desarrollo A.C., Culiacán, México",Mexico,NA,FALSE,NA,NA,NA,bacterial dissemination; pulsed-field gel electrophoresis (PFGE); Salmonella ecology; Salmonella survival; tropical environments,10.2166/wh.2014.051,iwaponline.com
572,12,4,https://iwaponline.com/jwh/article/12/4/885/572/Issues-in-access-to-safe-drinking-water-and-basic,Journal of Water and Health,Issues in access to safe drinking water and basic hygiene for persons with physical disabilities in rural Cambodia,2014,FALSE,0,NA,NA,4,Marin MacLeod,"Department of Kinesiology and Health Studies, Queen's University, 28 Division Street, Kingston, Ontario, K7L 7N9, Canada",Canada,NA,Marin MacLeod,"Department of Kinesiology and Health Studies, Queen's University, 28 Division Street, Kingston, Ontario, K7L 7N9, Canada",Canada,NA,FALSE,NA,NA,NA,biosand filter; Cambodia; hygiene; low income; physical disability; water,10.2166/wh.2014.009,iwaponline.com
573,12,4,https://iwaponline.com/jwh/article/12/4/896/573/Water-used-to-moisten-vegetables-is-a-source-of,Journal of Water and Health,"Water used to moisten vegetables is a source of Escherichia coli and protozoan parasite contamination at markets in Hanoi, Vietnam",2014,FALSE,0,NA,NA,2,Nguyen Thuy Tram,"Department of Microbiology, National Institute of Hygiene and Epidemiology, 1 Yersin Street, Hanoi, Vietnam",Viet Nam,NA,Nguyen Thuy Tram,"Department of Microbiology, National Institute of Hygiene and Epidemiology, 1 Yersin Street, Hanoi, Vietnam",Viet Nam,NA,FALSE,NA,NA,NA,Cryptosporidium spp.; foodborne; Giardia spp.; splashing water; waterborne,10.2166/wh.2014.145,iwaponline.com
28212,13,1,https://iwaponline.com/jwh/article/13/1/1/28212/A-systematic-review-and-meta-analysis-of-the,Journal of Water and Health,A systematic review and meta-analysis of the effects of extreme weather events and other weather-related variables on Cryptosporidium and Giardia in fresh surface waters,2015,TRUE,1,pdf,https://doi.org/10.2166/wh.2014.079,3,Ian Young,"Public Health Risk Sciences Division, Laboratory for Foodborne Zoonoses, Public Health Agency of Canada, 160 Research Lane, Suite 206, Guelph, Ontario, Canada N1G 5B2",Canada,NA,Ian Young,"Public Health Risk Sciences Division, Laboratory for Foodborne Zoonoses, Public Health Agency of Canada, 160 Research Lane, Suite 206, Guelph, Ontario, Canada N1G 5B2",Canada,NA,FALSE,NA,NA,NA,climate change; Cryptosporidium; drinking water; Giardia; meta-analysis; systematic review,10.2166/wh.2014.079,iwaponline.com
